"date","User full name","max(time) - min(time)","Active hours","Grade"
"498",2022-09-19,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",12648,3.51333333333333,"10th"
"499",2022-09-22,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",15,0.00416666666666667,"10th"
"500",2022-09-25,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",1693,0.470277777777778,"10th"
"501",2022-09-26,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",4723,1.31194444444444,"10th"
"502",2022-10-01,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",8174,2.27055555555556,"10th"
"503",2022-10-02,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",626,0.173888888888889,"10th"
"504",2022-10-03,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",3784,1.05111111111111,"10th"
"505",2022-10-04,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",54,0.015,"10th"
"506",2022-10-09,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",19034,5.28722222222222,"10th"
"507",2022-10-10,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",13502,3.75055555555556,"10th"
"508",2022-10-15,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",18,0.005,"10th"
"509",2022-10-16,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",2726,0.757222222222222,"10th"
"510",2022-10-17,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",4010,1.11388888888889,"10th"
"511",2022-10-21,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",35090,9.74722222222222,"10th"
"512",2022-10-31,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",17,0.00472222222222222,"10th"
"513",2022-11-06,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",2018,0.560555555555556,"10th"
"514",2022-11-07,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",1559,0.433055555555556,"10th"
"515",2022-11-13,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",4827,1.34083333333333,"10th"
"516",2022-11-14,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",3138,0.871666666666667,"10th"
"517",2022-11-20,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",3355,0.931944444444444,"10th"
"518",2022-11-21,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",1496,0.415555555555556,"10th"
"519",2022-11-25,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",237,0.0658333333333333,"10th"
"520",2022-11-27,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",9772,2.71444444444444,"10th"
"521",2022-11-28,"8d65ecb7fda057cf4844a83b884cc5f0e66c2bfd4d63fa8c5d7e4344ef6b2ffc",4683,1.30083333333333,"10th"
"522",2022-09-16,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",4076,1.13222222222222,"10th"
"523",2022-09-17,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",6,0.00166666666666667,"10th"
"524",2022-09-22,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",4355,1.20972222222222,"10th"
"525",2022-09-23,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",6625,1.84027777777778,"10th"
"526",2022-09-30,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",7083,1.9675,"10th"
"527",2022-10-05,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",32,0.00888888888888889,"10th"
"528",2022-10-11,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",1720,0.477777777777778,"10th"
"529",2022-10-12,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",46241,12.8447222222222,"10th"
"530",2022-10-13,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",1279,0.355277777777778,"10th"
"531",2022-10-14,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",330,0.0916666666666667,"10th"
"532",2022-10-19,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",14,0.00388888888888889,"10th"
"533",2022-10-20,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",14360,3.98888888888889,"10th"
"534",2022-10-21,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",624,0.173333333333333,"10th"
"535",2022-11-01,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",140,0.0388888888888889,"10th"
"536",2022-11-03,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",2051,0.569722222222222,"10th"
"537",2022-11-04,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",4313,1.19805555555556,"10th"
"538",2022-11-11,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",66416,18.4488888888889,"10th"
"539",2022-11-16,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",1080,0.3,"10th"
"540",2022-11-23,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",330,0.0916666666666667,"10th"
"541",2022-11-24,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",541,0.150277777777778,"10th"
"542",2022-11-25,"8f9f745fb9f54a3dd29dea3de1ba5d44d33e45cffdf69bb7db071d041a5f5c2b",4000,1.11111111111111,"10th"
"543",2022-09-15,"9c6bd64bf04ab992f8495089ce0d99804170455429cc6c0723e2aeca6e3eb769",2595,0.720833333333333,"10th"
"544",2022-09-16,"9c6bd64bf04ab992f8495089ce0d99804170455429cc6c0723e2aeca6e3eb769",1473,0.409166666666667,"10th"
"545",2022-09-19,"9c6bd64bf04ab992f8495089ce0d99804170455429cc6c0723e2aeca6e3eb769",17,0.00472222222222222,"10th"
"546",2022-09-23,"9c6bd64bf04ab992f8495089ce0d99804170455429cc6c0723e2aeca6e3eb769",58447,16.2352777777778,"10th"
"547",2022-09-29,"9c6bd64bf04ab992f8495089ce0d99804170455429cc6c0723e2aeca6e3eb769",9893,2.74805555555556,"10th"
"548",2022-09-30,"9c6bd64bf04ab992f8495089ce0d99804170455429cc6c0723e2aeca6e3eb769",119,0.0330555555555556,"10th"
"549",2022-10-13,"9c6bd64bf04ab992f8495089ce0d99804170455429cc6c0723e2aeca6e3eb769",27319,7.58861111111111,"10th"
"550",2022-10-21,"9c6bd64bf04ab992f8495089ce0d99804170455429cc6c0723e2aeca6e3eb769",25932,7.20333333333333,"10th"
"551",2022-10-23,"9c6bd64bf04ab992f8495089ce0d99804170455429cc6c0723e2aeca6e3eb769",7243,2.01194444444444,"10th"
"552",2022-11-04,"9c6bd64bf04ab992f8495089ce0d99804170455429cc6c0723e2aeca6e3eb769",4417,1.22694444444444,"10th"
"553",2022-11-06,"9c6bd64bf04ab992f8495089ce0d99804170455429cc6c0723e2aeca6e3eb769",40,0.0111111111111111,"10th"
"554",2022-11-18,"9c6bd64bf04ab992f8495089ce0d99804170455429cc6c0723e2aeca6e3eb769",49264,13.6844444444444,"10th"
"555",2022-09-08,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",609,0.169166666666667,"10th"
"556",2022-09-14,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",36645,10.1791666666667,"10th"
"557",2022-09-15,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",6393,1.77583333333333,"10th"
"558",2022-09-18,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",255,0.0708333333333333,"10th"
"559",2022-09-27,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",15154,4.20944444444444,"10th"
"560",2022-09-28,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",1784,0.495555555555556,"10th"
"561",2022-09-29,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",9544,2.65111111111111,"10th"
"562",2022-10-04,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",5352,1.48666666666667,"10th"
"563",2022-10-12,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",34922,9.70055555555555,"10th"
"564",2022-10-18,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",24201,6.7225,"10th"
"565",2022-11-02,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",36014,10.0038888888889,"10th"
"566",2022-11-08,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",23,0.00638888888888889,"10th"
"567",2022-11-09,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",3230,0.897222222222222,"10th"
"568",2022-11-15,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",8710,2.41944444444444,"10th"
"569",2022-11-16,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",3988,1.10777777777778,"10th"
"570",2022-11-29,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",12599,3.49972222222222,"10th"
"571",2022-11-30,"a35eb9530a2852a12c72bb0edc33aeb322fce3b0e1185efa9cefe175d7d7c231",32333,8.98138888888889,"10th"
"572",2022-09-09,"a4448659e3d5c986f76b459d046c6596d1b2ea603c45e0b8704a4db05972de9a",22761,6.3225,"10th"
"573",2022-09-12,"a4448659e3d5c986f76b459d046c6596d1b2ea603c45e0b8704a4db05972de9a",8145,2.2625,"10th"
"574",2022-09-14,"a4448659e3d5c986f76b459d046c6596d1b2ea603c45e0b8704a4db05972de9a",1850,0.513888888888889,"10th"
"575",2022-09-19,"a4448659e3d5c986f76b459d046c6596d1b2ea603c45e0b8704a4db05972de9a",4273,1.18694444444444,"10th"
"576",2022-09-25,"a4448659e3d5c986f76b459d046c6596d1b2ea603c45e0b8704a4db05972de9a",155,0.0430555555555556,"10th"
"577",2022-09-28,"a4448659e3d5c986f76b459d046c6596d1b2ea603c45e0b8704a4db05972de9a",1907,0.529722222222222,"10th"
"578",2022-10-16,"a4448659e3d5c986f76b459d046c6596d1b2ea603c45e0b8704a4db05972de9a",2,0.000555555555555556,"10th"
"579",2022-11-02,"a4448659e3d5c986f76b459d046c6596d1b2ea603c45e0b8704a4db05972de9a",31249,8.68027777777778,"10th"
"580",2022-11-06,"a4448659e3d5c986f76b459d046c6596d1b2ea603c45e0b8704a4db05972de9a",1182,0.328333333333333,"10th"
"581",2022-11-09,"a4448659e3d5c986f76b459d046c6596d1b2ea603c45e0b8704a4db05972de9a",3836,1.06555555555556,"10th"
"582",2022-11-29,"a4448659e3d5c986f76b459d046c6596d1b2ea603c45e0b8704a4db05972de9a",8733,2.42583333333333,"10th"
"583",2022-09-14,"a4971e0e98265d3a77b5504d8e7ee7c74ee1915b2a09742c9b993cc340ed94fa",25450,7.06944444444444,"10th"
"584",2022-09-21,"a4971e0e98265d3a77b5504d8e7ee7c74ee1915b2a09742c9b993cc340ed94fa",3300,0.916666666666667,"10th"
"585",2022-09-27,"a4971e0e98265d3a77b5504d8e7ee7c74ee1915b2a09742c9b993cc340ed94fa",566,0.157222222222222,"10th"
"586",2022-09-28,"a4971e0e98265d3a77b5504d8e7ee7c74ee1915b2a09742c9b993cc340ed94fa",1359,0.3775,"10th"
"587",2022-10-05,"a4971e0e98265d3a77b5504d8e7ee7c74ee1915b2a09742c9b993cc340ed94fa",2372,0.658888888888889,"10th"
"588",2022-10-11,"a4971e0e98265d3a77b5504d8e7ee7c74ee1915b2a09742c9b993cc340ed94fa",5177,1.43805555555556,"10th"
"589",2022-10-12,"a4971e0e98265d3a77b5504d8e7ee7c74ee1915b2a09742c9b993cc340ed94fa",360,0.1,"10th"
"590",2022-10-18,"a4971e0e98265d3a77b5504d8e7ee7c74ee1915b2a09742c9b993cc340ed94fa",10633,2.95361111111111,"10th"
"591",2022-11-09,"a4971e0e98265d3a77b5504d8e7ee7c74ee1915b2a09742c9b993cc340ed94fa",2535,0.704166666666667,"10th"
"592",2022-11-15,"a4971e0e98265d3a77b5504d8e7ee7c74ee1915b2a09742c9b993cc340ed94fa",21572,5.99222222222222,"10th"
"593",2022-11-29,"a4971e0e98265d3a77b5504d8e7ee7c74ee1915b2a09742c9b993cc340ed94fa",17700,4.91666666666667,"10th"
"594",2022-11-30,"a4971e0e98265d3a77b5504d8e7ee7c74ee1915b2a09742c9b993cc340ed94fa",63,0.0175,"10th"
"595",2022-09-12,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",1057,0.293611111111111,"10th"
"596",2022-09-13,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",17210,4.78055555555556,"10th"
"597",2022-09-14,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",3989,1.10805555555556,"10th"
"598",2022-09-21,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",1212,0.336666666666667,"10th"
"599",2022-09-27,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",8520,2.36666666666667,"10th"
"600",2022-09-28,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",5012,1.39222222222222,"10th"
"601",2022-10-04,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",18911,5.25305555555556,"10th"
"602",2022-10-05,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",14171,3.93638888888889,"10th"
"603",2022-10-11,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",34805,9.66805555555556,"10th"
"604",2022-10-12,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",3119,0.866388888888889,"10th"
"605",2022-10-19,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",1022,0.283888888888889,"10th"
"606",2022-10-20,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",4081,1.13361111111111,"10th"
"607",2022-10-26,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",886,0.246111111111111,"10th"
"608",2022-11-02,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",130,0.0361111111111111,"10th"
"609",2022-11-08,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",21764,6.04555555555556,"10th"
"610",2022-11-09,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",4045,1.12361111111111,"10th"
"611",2022-11-15,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",13617,3.7825,"10th"
"612",2022-11-16,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",1168,0.324444444444444,"10th"
"613",2022-11-27,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",373,0.103611111111111,"10th"
"614",2022-11-29,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",3495,0.970833333333333,"10th"
"615",2022-11-30,"a711271daf1213f3215bfefe5d6058c2b2ee016fc5222312fb573e214827cbaf",4375,1.21527777777778,"10th"
"616",2022-09-20,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",7127,1.97972222222222,"10th"
"617",2022-09-21,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",3394,0.942777777777778,"10th"
"618",2022-09-25,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",45033,12.5091666666667,"10th"
"619",2022-09-27,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",862,0.239444444444444,"10th"
"620",2022-09-28,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",40984,11.3844444444444,"10th"
"621",2022-10-04,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",19,0.00527777777777778,"10th"
"622",2022-10-05,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",2329,0.646944444444444,"10th"
"623",2022-10-12,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",34195,9.49861111111111,"10th"
"624",2022-10-16,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",15063,4.18416666666667,"10th"
"625",2022-10-17,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",23,0.00638888888888889,"10th"
"626",2022-10-18,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",257,0.0713888888888889,"10th"
"627",2022-10-19,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",38344,10.6511111111111,"10th"
"628",2022-10-30,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",9534,2.64833333333333,"10th"
"629",2022-11-09,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",36000,10,"10th"
"630",2022-11-16,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",3692,1.02555555555556,"10th"
"631",2022-11-19,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",45,0.0125,"10th"
"632",2022-11-20,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",188,0.0522222222222222,"10th"
"633",2022-11-29,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",137,0.0380555555555556,"10th"
"634",2022-11-30,"abe540c3a2b12b5772112947895e37525c359d230e67396484977cd61911c1b2",36354,10.0983333333333,"10th"
"635",2022-09-15,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",310,0.0861111111111111,"10th"
"636",2022-09-23,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",71481,19.8558333333333,"10th"
"637",2022-09-24,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",84,0.0233333333333333,"10th"
"638",2022-09-30,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",19337,5.37138888888889,"10th"
"639",2022-10-07,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",45079,12.5219444444444,"10th"
"640",2022-10-12,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",17,0.00472222222222222,"10th"
"641",2022-10-14,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",54288,15.08,"10th"
"642",2022-10-21,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",55794,15.4983333333333,"10th"
"643",2022-10-30,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",900,0.25,"10th"
"644",2022-10-31,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",6419,1.78305555555556,"10th"
"645",2022-11-04,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",4561,1.26694444444444,"10th"
"646",2022-11-06,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",6126,1.70166666666667,"10th"
"647",2022-11-07,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",545,0.151388888888889,"10th"
"648",2022-11-18,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",43667,12.1297222222222,"10th"
"649",2022-11-21,"b592a856741c215003fca6d9bad26177056db5cc600b0b750f94f4e23a0cb3e2",208,0.0577777777777778,"10th"
"650",2022-09-08,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",1801,0.500277777777778,"10th"
"651",2022-09-10,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",46,0.0127777777777778,"10th"
"652",2022-09-11,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",711,0.1975,"10th"
"653",2022-09-14,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",21,0.00583333333333333,"10th"
"654",2022-09-20,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",5839,1.62194444444444,"10th"
"655",2022-09-21,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",87,0.0241666666666667,"10th"
"656",2022-09-27,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",2604,0.723333333333333,"10th"
"657",2022-10-04,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",2617,0.726944444444444,"10th"
"658",2022-10-05,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",2083,0.578611111111111,"10th"
"659",2022-10-11,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",7228,2.00777777777778,"10th"
"660",2022-10-18,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",32,0.00888888888888889,"10th"
"661",2022-11-08,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",6504,1.80666666666667,"10th"
"662",2022-11-09,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",1108,0.307777777777778,"10th"
"663",2022-11-15,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",14437,4.01027777777778,"10th"
"664",2022-11-29,"bb918cf98f0a81f67408619f59b0e7409ea28a51cbae46a9db8185637e6867c5",2740,0.761111111111111,"10th"
"665",2022-09-16,"bfd097663fd1c127292ac8141aea52491fff198173659211554f4f9f66835aaa",1604,0.445555555555556,"10th"
"666",2022-09-21,"bfd097663fd1c127292ac8141aea52491fff198173659211554f4f9f66835aaa",5015,1.39305555555556,"10th"
"667",2022-09-23,"bfd097663fd1c127292ac8141aea52491fff198173659211554f4f9f66835aaa",3010,0.836111111111111,"10th"
"668",2022-09-30,"bfd097663fd1c127292ac8141aea52491fff198173659211554f4f9f66835aaa",2831,0.786388888888889,"10th"
"669",2022-10-06,"bfd097663fd1c127292ac8141aea52491fff198173659211554f4f9f66835aaa",3084,0.856666666666667,"10th"
"670",2022-10-07,"bfd097663fd1c127292ac8141aea52491fff198173659211554f4f9f66835aaa",322,0.0894444444444444,"10th"
"671",2022-10-16,"bfd097663fd1c127292ac8141aea52491fff198173659211554f4f9f66835aaa",1153,0.320277777777778,"10th"
"672",2022-10-29,"bfd097663fd1c127292ac8141aea52491fff198173659211554f4f9f66835aaa",84,0.0233333333333333,"10th"
"673",2022-11-04,"bfd097663fd1c127292ac8141aea52491fff198173659211554f4f9f66835aaa",53114,14.7538888888889,"10th"
"674",2022-11-11,"bfd097663fd1c127292ac8141aea52491fff198173659211554f4f9f66835aaa",12468,3.46333333333333,"10th"
"675",2022-11-18,"bfd097663fd1c127292ac8141aea52491fff198173659211554f4f9f66835aaa",3033,0.8425,"10th"
"676",2022-11-25,"bfd097663fd1c127292ac8141aea52491fff198173659211554f4f9f66835aaa",18003,5.00083333333333,"10th"
"677",2022-09-08,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",10740,2.98333333333333,"10th"
"678",2022-09-09,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",24963,6.93416666666667,"10th"
"679",2022-09-11,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",12177,3.3825,"10th"
"680",2022-09-12,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",31149,8.6525,"10th"
"681",2022-09-14,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",4130,1.14722222222222,"10th"
"682",2022-09-18,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",11669,3.24138888888889,"10th"
"683",2022-09-21,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",9261,2.5725,"10th"
"684",2022-09-22,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",16572,4.60333333333333,"10th"
"685",2022-09-23,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",22577,6.27138888888889,"10th"
"686",2022-09-24,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",51,0.0141666666666667,"10th"
"687",2022-09-27,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",539,0.149722222222222,"10th"
"688",2022-09-28,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",3338,0.927222222222222,"10th"
"689",2022-09-29,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",9531,2.6475,"10th"
"690",2022-10-01,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",72,0.02,"10th"
"691",2022-10-02,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",4822,1.33944444444444,"10th"
"692",2022-10-04,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",2333,0.648055555555556,"10th"
"693",2022-10-05,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",3953,1.09805555555556,"10th"
"694",2022-10-10,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",28,0.00777777777777778,"10th"
"695",2022-10-11,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",12362,3.43388888888889,"10th"
"696",2022-10-12,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",2371,0.658611111111111,"10th"
"697",2022-10-14,"c3b6d7fac05f46beefe17207601df614c58a6567dbfa5e023e5b36f08810d386",996,0.276666666666667,"10th"
